label,Ver,Last-Modified-JST,feed_start_date,feed_end_date,feed_version,feed_publisher_name,license_name,url
太田市　シティライナーおおた・市営無料バス,1,2022-04-07 13:50,20220407,20250407,20220407_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1027.otashi_com.zip
沼田市路線バス,1,2023-01-18 16:26,20230118,20260118,20230118_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1021.numatashi_com.zip
館林市内路線バス,1,2023-02-24 10:49,20230224,20260224,20230224_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1024.tatebayashishi_com.zip
渋川市内バス（市内路線・伊香保タウンバス）,1,2023-01-25 11:02,20230125,20260125,20230125_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1018.shibukawashi_com.zip
藤岡市　めぐるん,1,2022-09-07 14:17,20220907,20250907,20220907_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1028.fujiokashi_com.zip
みどり市　東町路線バス,1,2023-03-08 15:32,20230308,20260308,20230308_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1031.midorishi_com.zip
上野村乗合タクシー,1,2020-09-24 17:09,20200901,20230831,20200901_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1034.uenomura_com.zip
中之条町　六合地区路線バス,1,2022-10-27 17:42,20221027,20261027,20221027_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1038.nakanojomachi_com.zip
高山村　たかやまバス,1,2022-05-25 17:20,20220525,20250525,20220525_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1040.gunma_takayamamura_com.zip
東吾妻町乗合バス,1,2022-08-17 14:20,20220817,20250817,20220817_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1041.higashiagatsumamachi_com.zip
川場村循環バス,1,2023-03-08 15:49,20230308,20260308,20230308_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1042.kawabamura_com.zip
昭和村路線バス,1,2020-09-24 17:26,20200901,20230831,20200901_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1043.showamura_com.zip
みなかみ町営バス,1,2021-06-16 14:07,20210616,20240616,20210616_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1022.minakamimachi_com.zip
大泉町・千代田町　広域公共バス「あおぞら」,1,2022-03-08 13:51,20220308,20250308,20220308_K002_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1048.oizumimachi_com.zip
大泉町・千代田町　広域公共バス「あおぞら」,1,2023-03-07 11:50,20221006,20231005,2022/10/06改正-見える化ver2.6d,大泉町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/oizumitown/feeds/kouikikoukyoubasuaozora/files/feed.zip
大泉町・千代田町　広域公共バス「あおぞら」,2,2023-03-07 11:50,20221006,20231005,2022/10/06改正-見える化ver2.6d,大泉町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/oizumitown/feeds/kouikikoukyoubasuaozora/files/feed.zip?rid=next
邑楽町　広域公共バス,1,2022-10-19 17:26,20221019,20261019,20221019_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1049.oramachi_com.zip
下仁田町　しもにたバス,1,2020-09-24 17:12,20200901,20230831,20200901_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1036.shimonitamachi_com.zip
安中市乗合バス,1,2022-11-22 11:39,20221122,20251122,20221122_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1030.annakashi_com.zip
富岡市乗合タクシー,1,2020-12-24 17:38,20200901,20211231,20200901_K003_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1029.tomiokashi_com.zip
伊勢崎市　いせさきしコミュニティバス「あおぞら」,1,2023-02-07 09:06,20220615,20250615,20220615_K002_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1026.isesakishi_com.zip
南牧村　南牧バス,1,2021-11-04 11:08,20211104,20241104,20211104_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.1037.nanmokumura_com.zip
空港バス【群馬】,1,2023-02-16 16:37,20230216,20260216,20230216_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.0003.lim.GMA.zip
高速バス【群馬】,1,2023-03-09 13:07,20230308,20260308,20230308_K001_9,ジョルダン株式会社,CC BY 4.0,https://gma.jcld.jp/GMA_OPENDATA/GTFS/gtfs.0002.express.GMA.zip
杉戸町町内巡回バス「あいあい号」,1,2022-11-04 09:22,20221024,20230831,2022/04/01改正-見える化ver2.6d,杉戸町,CC BY 4.0,https://opendata.pref.saitama.lg.jp/data/dataset/ae39c95f-917a-4f60-80ef-6341c0783092/resource/6fbd7a95-2759-4ee3-8d2a-e1e2b55f4002/download/sugitogtfs.zip
京成トランジットバス,1,,,,,,CC BY 4.0,https://www.transitbus.co.jp/web/archive/KeiseiTransitBus_gtfs_jp.zip
京成トランジットバス,2,,,,,,CC BY 4.0,https://www.transitbus.co.jp/web/archive/latest/KeiseiTransitBus_gtfs_jp.zip
京成トランジットバス,1,2023-03-09 17:50,20230316,20230916,20230302,京成トランジットバス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/keisei-transitbus/feeds/keiseitransitbus/files/feed.zip
京成トランジットバス,2,2023-03-09 17:50,20230316,20230916,20230302,京成トランジットバス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/keisei-transitbus/feeds/keiseitransitbus/files/feed.zip?rid=next
我孫子市　あびバス（新木ルート、栄・泉・並木ルート、船戸・台田ルート、布施ルート）,1,2022-04-20 16:17,20200401,20230331,2022年4月20日更新,我孫子市,CC BY 4.0,https://www.city.abiko.chiba.jp/shisei/opendata/GTFS-JP.files/gtfs_Abibus_other_root.zip
我孫子市　あびバス（根戸ルート）,1,2022-04-20 16:18,20200401,20230331,2022年4月20日更新,我孫子市,CC BY 4.0,https://www.city.abiko.chiba.jp/shisei/opendata/GTFS-JP.files/gtfs_Abibus_nedo_root.zip
我孫子市　アイバス,1,2022-04-20 16:18,20200507,20230331,2022年4月20日更新,我孫子市,CC BY 4.0,https://www.city.abiko.chiba.jp/shisei/opendata/GTFS-JP.files/gtfs_Aibus.zip
流山市　流山ぐりーんバス,1,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nagareyamacity/feeds/nagareyamagreenbus/files/feed.zip?rid=next_1
流山市　流山ぐりーんバス,1,2023-03-09 13:39,20230401,20250102,2023/04/01改正-見える化ver2.6,流山市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nagareyamacity/feeds/nagareyamagreenbus/files/feed.zip
流山市　流山ぐりーんバス,2,2023-03-09 13:39,20230401,20250102,2023/04/01改正-見える化ver2.6,流山市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nagareyamacity/feeds/nagareyamagreenbus/files/feed.zip?rid=next
[ODPT]　東京都交通局　都営バス (APIキーフリー版),1,2023-04-02 04:20,20230402,20260401,20230402_031338,東京都交通局,CC BY 4.0,https://api-public.odpt.org/api/v4/files/Toei/data/ToeiBus-GTFS.zip
渋谷区コミュニティバス「ハチ公バス」,1,,20221104,20231103,2022/11/04改正,渋谷区,CC BY 4.0,https://shibuya-data.maps.arcgis.com/sharing/rest/content/items/185d0dbc980443b8b60e135349e2ae5e/data
横須賀市　ハマちゃんバス,1,,,,,,CC BY 4.0,https://www.city.yokosuka.kanagawa.jp/0830/opendata/documents/gtfs.zip
横須賀市　ハマちゃんバス,1,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yokosukacity/feeds/hamachanbus/files/feed.zip
横須賀市　ハマちゃんバス,2,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yokosukacity/feeds/hamachanbus/files/feed.zip?rid=next
二宮町コミュニティバス,1,2023-03-07 18:21,20221001,20231231,2022v1-2022年12月20日 11時32分55秒-西沢ツールver8.10,二宮町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/ninomiyatown/feeds/Ninomiyatowncommunitybus/files/feed.zip
二宮町コミュニティバス,2,2023-03-07 18:21,20221001,20231231,2022v1-2022年12月20日 11時32分55秒-西沢ツールver8.10,二宮町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/ninomiyatown/feeds/Ninomiyatowncommunitybus/files/feed.zip?rid=next
上越市市営バス,1,2023-03-10 16:29,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/joetsu/files/feed.zip
上越市市営バス,2,2023-03-10 16:29,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/joetsu/files/feed.zip?rid=next
上越市　大島区市営バス　旭線,1,2023-03-13 11:07,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/asahi-line/files/feed.zip
上越市　大島区市営バス　旭線,2,2023-03-13 11:07,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/asahi-line/files/feed.zip?rid=next
上越市　大島区市営バス　菖蒲線,1,2023-03-10 16:31,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/shobu-line/files/feed.zip
上越市　大島区市営バス　菖蒲線,2,2023-03-10 16:31,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/shobu-line/files/feed.zip?rid=next
上越市　牧区市営バス　宇津俣線,1,2023-03-10 16:31,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/utsunomata-line/files/feed.zip
上越市　牧区市営バス　宇津俣線,2,2023-03-10 16:31,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/utsunomata-line/files/feed.zip?rid=next
上越市　牧区市営バス　高谷・平山線,1,2023-03-10 16:32,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/takatani-tairayama-line/files/feed.zip
上越市　牧区市営バス　高谷・平山線,2,2023-03-10 16:32,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/takatani-tairayama-line/files/feed.zip?rid=next
上越市　頸城区市営バス　大池線,1,2023-03-10 16:32,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/oike-line/files/feed.zip
上越市　頸城区市営バス　大池線,2,2023-03-10 16:32,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/oike-line/files/feed.zip?rid=next
上越市　板倉区市営バス　上関田線,1,2023-03-10 16:33,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/kamisekida-line/files/feed.zip
上越市　板倉区市営バス　上関田線,2,2023-03-10 16:33,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/kamisekida-line/files/feed.zip?rid=next
上越市　板倉区市営バス　山寺薬師・菰立線,1,2023-03-10 16:33,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/yamaderayakushi-komodate-line/files/feed.zip
上越市　板倉区市営バス　山寺薬師・菰立線,2,2023-03-10 16:33,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/yamaderayakushi-komodate-line/files/feed.zip?rid=next
上越市　清里区市営バス　櫛池線,1,2023-03-10 16:33,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/kushiike-line/files/feed.zip
上越市　清里区市営バス　櫛池線,2,2023-03-10 16:33,20230401,20240331,20230401,上越市企画政策部交通政策課,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/kushiike-line/files/feed.zip?rid=next
上越市　名立区市営バス　東飛山線,1,2023-03-10 16:33,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/higashihiyama-line/files/feed.zip
上越市　名立区市営バス　東飛山線,2,2023-03-10 16:33,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/higashihiyama-line/files/feed.zip?rid=next
上越市　牧区市営バス　坪山線,1,2023-03-10 16:32,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/tuboyma-line/files/feed.zip
上越市　牧区市営バス　坪山線,2,2023-03-10 16:32,20230401,20240331,20230401,上越市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/joetsucity/feeds/tuboyma-line/files/feed.zip?rid=next
ときライナー　新潟交通,1,,20230401,20230903,20230401_20230401,新潟交通(株),CC BY 4.0,https://loc.bus-vision.jp/gtfs_v2/niigatakotsu/gtfsFeed
ときライナー　頸城自動車,1,,20230401,20230903,20230401_20230401,頸城自動車(株),CC BY 4.0,https://loc.bus-vision.jp/gtfs_v2/kubikijidosha/gtfsFeed
ときライナー　新潟交通観光バス,1,,20230401,20230903,20230401_20230401,新潟交通観光バス(株),CC BY 4.0,https://loc.bus-vision.jp/gtfs_v2/niigatakotsukanko/gtfsFeed
ときライナー　蒲原鉄道,1,,20210916,20230903,20210916_20230401,蒲原鉄道(株),CC BY 4.0,https://loc.bus-vision.jp/gtfs_v2/kanbaratetsudo/gtfsFeed
ときライナー　アイ・ケーアライアンス,1,,20230401,20230903,20230401_20230401,アイ・ケーアライアンス(株),CC BY 4.0,https://loc.bus-vision.jp/gtfs_v2/ikalliance/gtfsFeed
三条市循環バス「ぐるっとさん」,1,2023-02-21 09:06,20230113,20240112,2022/10/01改正,三条市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/sanjocity/feeds/guruttosan/files/feed.zip
三条市循環バス「ぐるっとさん」,2,2023-02-21 09:06,20230113,20240112,2022/10/01改正,三条市,CC BY 2.1,https://api.gtfs-data.jp/v2/organizations/sanjocity/feeds/guruttosan/files/feed.zip?rid=next
富山市　まいどはやバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/43903d9f-1d9c-42f0-bd01-8a5fc1cb828c/download/city-toyama-maidohaya-gtfs.zip
富山市　呉羽いきいきバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/26db7690-aa7e-41b2-8596-0d8bdcd5c885/download/city-toyama-kureha-gtfs.zip
富山市　水橋ふれあいコミュニティバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/ff01c4dd-14e7-4dbc-acea-09bff6b7d40e/download/city-toyama-mizuhashi-gtfs.zip
富山市　婦中コミュニティバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/61a024ce-a377-4dd3-a3c0-b46183896597/download/city-toyama-fuchu-gtfs.zip
富山市　八尾コミュニティバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/927992fb-e889-43cb-aa55-3bc3cab2e0aa/download/city-toyama-yatsuo-gtfs.zip
富山市　大山コミュニティバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/378bcf3e-8f32-477a-857d-2d3917b6e84d/download/city-toyama-oyama-gtfs.zip
富山市　山田コミュニティバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/665ab7b2-e434-4a4a-8175-32a433b60008/download/city-toyama-yamada-gtfs.zip
富山市　堀川南地域コミュニティバス,1,,,,,,CC 0,https://opdt.city.toyama.lg.jp/dataset/8de65493-0af7-49d3-aab6-b495fc3ea2b0/resource/5cb228a9-8a44-4db5-bbe5-3dcbabf1c1f6/download/city-toyama-horikawaminami-gtfs.zip
富山市　八尾コミュニティバス（県サイト）,1,,20230401,20240331,2023v1-2023年03月02日 14時27分29秒-西沢ツールver8.18,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/x2i6f55uhgavm2f8vcsneyo68bazl1sn.zip
富山市　山田コミュニティバス（県サイト）,1,,20230401,20240331,2023v1-2023年02月06日 09時55分41秒-西沢ツールver8.18,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/lbkdalq5p8wzy1szvrhmye8otage9q8h.zip
富山市　まいどはやバス（県サイト）,1,,20230401,20240331,,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/bcca7lwesg58h55hbg8rxgrhh34thn8h.zip
富山市　呉羽いきいきバス（県サイト）,1,,20230401,20240331,2023v1-2023年02月06日 09時22分37秒-西沢ツールver8.15,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/9ivamh4rfhcseya2ngpj143qq5c1mv24.zip
富山市　水橋ふれあいコミュニティバス（県サイト）,1,,20230401,20240331,2023v1-2023年02月07日 17時07分28秒-西沢ツールver8.15,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/b724alggd7nnfmscvra8e8qjf0hq85r2.zip
富山市　婦中コミュニティバス（県サイト）,1,,20230401,20240331,2023v1-2023年02月06日 14時44分13秒-西沢ツールver8.15,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/aapqh2kbpttozqrhoscbjap43kez7dow.zip
富山市　大山コミュニティバス（県サイト）,1,,20230401,20240331,2023v1-2023年03月27日 14時15分06秒-西沢ツールver8.18,富山県富山市,CC 0,https://toyama-pref.box.com/shared/static/nxd5vxqnlur54ak0mkoi2p8qt8lcrtvn.zip
富山市　堀川南地域コミュニティバス（県サイト）,1,,20230401,20240331,2023v1-2023年02月06日 14時45分49秒-西沢ツールver8.15,富山市,CC 0,https://toyama-pref.box.com/shared/static/fy7q87srgu0a7r3cwuugahucqkpyezsj.zip
富山市　まいどはやバス,1,2023-03-03 09:33,20230401,20240331,,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/maidohayabus/files/feed.zip
富山市　まいどはやバス,2,2023-03-03 09:33,20230401,20240331,,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/maidohayabus/files/feed.zip?rid=next
富山市　呉羽いきいきバス,1,2023-03-03 09:34,20230401,20240331,2023v1-2023年02月06日 09時22分37秒-西沢ツールver8.15,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/kurehaikiikibus/files/feed.zip
富山市　呉羽いきいきバス,2,2023-03-03 09:34,20230401,20240331,2023v1-2023年02月06日 09時22分37秒-西沢ツールver8.15,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/kurehaikiikibus/files/feed.zip?rid=next
富山市　水橋ふれあいコミュニティバス,1,2023-03-07 11:58,20230401,20240331,2023v1-2023年02月07日 17時07分28秒-西沢ツールver8.15,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/mizuhashifureaicommunitybus/files/feed.zip
富山市　水橋ふれあいコミュニティバス,2,2023-03-07 11:58,20230401,20240331,2023v1-2023年02月07日 17時07分28秒-西沢ツールver8.15,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/mizuhashifureaicommunitybus/files/feed.zip?rid=next
富山市　婦中コミュニティバス,1,2023-03-03 09:38,20230401,20240331,2023v1-2023年02月06日 14時44分13秒-西沢ツールver8.15,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/fuchucommunitybus/files/feed.zip
富山市　婦中コミュニティバス,2,2023-03-03 09:38,20230401,20240331,2023v1-2023年02月06日 14時44分13秒-西沢ツールver8.15,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/fuchucommunitybus/files/feed.zip?rid=next
富山市　八尾コミュニティバス,1,2023-03-03 09:50,20230401,20240331,2023v1-2023年03月02日 14時27分29秒-西沢ツールver8.18,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/yatsuocommunitybus/files/feed.zip
富山市　八尾コミュニティバス,2,2023-03-03 09:50,20230401,20240331,2023v1-2023年03月02日 14時27分29秒-西沢ツールver8.18,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/yatsuocommunitybus/files/feed.zip?rid=next
富山市　大山コミュニティバス,1,2023-03-27 14:45,20230401,20240331,2023v1-2023年03月27日 14時15分06秒-西沢ツールver8.18,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/oyamacommunitybus/files/feed.zip
富山市　大山コミュニティバス,2,2023-03-27 14:45,20230401,20240331,2023v1-2023年03月27日 14時15分06秒-西沢ツールver8.18,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/oyamacommunitybus/files/feed.zip?rid=next
富山市　山田コミュニティバス,1,2023-03-03 09:55,20230401,20240331,2023v1-2023年02月06日 09時55分41秒-西沢ツールver8.18,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/yamadacommunitybus/files/feed.zip
富山市　山田コミュニティバス,2,2023-03-03 09:55,20230401,20240331,2023v1-2023年02月06日 09時55分41秒-西沢ツールver8.18,富山県富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/yamadacommunitybus/files/feed.zip?rid=next
富山市　堀川南地域コミュニティバス,1,2023-03-03 09:58,20230401,20240331,2023v1-2023年02月06日 14時45分49秒-西沢ツールver8.15,富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/horikawaminamicommunitybus/files/feed.zip
富山市　堀川南地域コミュニティバス,2,2023-03-03 09:58,20230401,20240331,2023v1-2023年02月06日 14時45分49秒-西沢ツールver8.15,富山市,CC 0,https://api.gtfs-data.jp/v2/organizations/toyamacity/feeds/horikawaminamicommunitybus/files/feed.zip?rid=next
高岡市　高岡市公営バス（福岡地域）,1,,,,,,CC 0,https://www.city.takaoka.toyama.jp/joho/shise/opendata/documents/city_takaoka_gtfs.zip
高岡市　高岡市公営バス（福岡地域）（県サイト）,1,,20230401,20240331,20230401_2023年04月01日（高岡市公営バス 東・南右回） その筋屋 1.623,高岡市,CC 0,https://toyama-pref.box.com/shared/static/hjzzrbhbq92r7qli46ygb4qjci7030gy.zip
高岡市　高岡市公営バス（福岡地域）,1,2023-03-08 17:56,20230401,20240331,20230401_2023年04月01日（高岡市公営バス 東・南右回） その筋屋 1.623,高岡市,CC 0,https://api.gtfs-data.jp/v2/organizations/takaokacity/feeds/koueibus/files/feed.zip
高岡市　高岡市公営バス（福岡地域）,2,2023-03-08 17:56,20230401,20240331,20230401_2023年04月01日（高岡市公営バス 東・南右回） その筋屋 1.623,高岡市,CC 0,https://api.gtfs-data.jp/v2/organizations/takaokacity/feeds/koueibus/files/feed.zip?rid=next
射水市　きときとバス（県サイト）,1,,20230319,20240318,20221201_2022年12月01日（改正） その筋屋 1.580,射水市,CC 0,https://toyama-pref.box.com/shared/static/df1tjqcd97nqdl41rm7bal2fxv7gpe90.zip
射水市　きときとバス,1,2023-03-06 08:54,20230319,20240318,20221201_2022年12月01日（改正） その筋屋 1.580,射水市,CC 0,https://api.gtfs-data.jp/v2/organizations/imizucity/feeds/imizushi/files/feed.zip
射水市　きときとバス,2,2023-03-06 08:54,20230319,20240318,20221201_2022年12月01日（改正） その筋屋 1.580,射水市,CC 0,https://api.gtfs-data.jp/v2/organizations/imizucity/feeds/imizushi/files/feed.zip?rid=next
魚津市　予約式あいのりタクシー おもてなし魚津直行便,1,,,,,,CC 0,https://www.city.uozu.toyama.jp/attach/EDIT/062/062570.zip
魚津市　魚津市民バス,1,,,,,,CC 0,https://www.city.uozu.toyama.jp/contents/busdata/city_uozu_shimin_gtfs.zip
魚津市　予約式あいのりタクシー おもてなし魚津直行便,1,,20230313,20240317,2023,魚津タクシー協会,CC 0,https://toyama-pref.box.com/shared/static/glzk70eid2g89z8zos927s4emfxdvni4.zip
魚津市　魚津市民バス,1,,20230401,20240331,2023:作成/西沢ツールver7.77,魚津市産業建設部都市計画課,CC 0,https://toyama-pref.box.com/shared/static/na9rrq16urut58g79ba13bil9ig1m9rh.zip
魚津市　予約式あいのりタクシー おもてなし魚津直行便,1,2023-03-13 08:31,20230313,20240317,2023,魚津タクシー協会,CC 0,https://api.gtfs-data.jp/v2/organizations/uozucity/feeds/omotenashi/files/feed.zip
魚津市　予約式あいのりタクシー おもてなし魚津直行便,2,2023-03-13 08:31,20230313,20240317,2023,魚津タクシー協会,CC 0,https://api.gtfs-data.jp/v2/organizations/uozucity/feeds/omotenashi/files/feed.zip?rid=next
魚津市　魚津市民バス,1,2023-03-30 08:31,20230401,20240331,2023:作成/西沢ツールver7.77,魚津市産業建設部都市計画課,CC 0,https://api.gtfs-data.jp/v2/organizations/uozucity/feeds/junkai/files/feed.zip
魚津市　魚津市民バス,2,2023-03-30 08:31,20230401,20240331,2023:作成/西沢ツールver7.77,魚津市産業建設部都市計画課,CC 0,https://api.gtfs-data.jp/v2/organizations/uozucity/feeds/junkai/files/feed.zip?rid=next
滑川市　のる my car,1,,,,,,CC 0,https://www.city.namerikawa.toyama.jp/material/files/group/10/city_namerikawa_gtfs.zip
滑川市　のる my car,1,,20220518,20230531,20220601_2022年06月01日（改正） その筋屋 1.473,滑川市,CC 0,https://toyama-pref.box.com/shared/static/jpxqjqmxqrbu47o2f45i84f3m43qkxzi.zip
滑川市　のる my car,1,2022-12-04 21:00,20220518,20230531,20220601_2022年06月01日（改正） その筋屋 1.473,滑川市,CC 0,https://api.gtfs-data.jp/v2/organizations/namerikawacity/feeds/norumycar/files/feed.zip
滑川市　のる my car,2,2022-12-04 21:00,20220518,20230531,20220601_2022年06月01日（改正） その筋屋 1.473,滑川市,CC 0,https://api.gtfs-data.jp/v2/organizations/namerikawacity/feeds/norumycar/files/feed.zip?rid=next
