label,Ver,Last-Modified-JST,feed_start_date,feed_end_date,feed_version,feed_publisher_name,license_name,url
フォーブル,1,2022-03-25 15:52,20220322,20230322,20220322,フォーブル,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/14/current_data.zip
フォーブル,2,2022-03-25 15:52,20220322,20230322,20220322,フォーブル,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/14/latest.zip
おおのハートバス（ささき観光）,1,2022-04-04 16:20,20220404,20230404,20220404,ささき観光,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/17/current_data.zip
おおのハートバス（ささき観光）,2,2022-04-04 16:20,20220404,20230404,20220404,ささき観光,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/17/latest.zip
呉市　生活バス,1,2022-07-08 14:11,20220705,20230705,20220705,呉市,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/18/current_data.zip
呉市　生活バス,2,2022-07-08 14:11,20220705,20230705,20220705,呉市,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/18/latest.zip
廿日市市　自主運行バス,1,2022-04-07 19:28,20220405,20230405,20220405,廿日市市,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/19/current_data.zip
廿日市市　自主運行バス,2,2022-04-07 19:28,20220405,20230405,20220405,廿日市市,CC 0,https://ajt-mobusta-gtfs.mcapps.jp/static/19/latest.zip
大竹市　こいこいバス,1,2023-02-10 10:02,20230119,20240118,20181001_2018年10月01日（こいこいバス） その筋屋 1.616,大竹市,CC BY 4.0,https://hiroshima-opendata.dataeye.jp/resource_download/10045
大竹市　大竹・栗谷線バス,1,2023-02-10 10:21,20230119,20240118,20180201_2018年02月01日（大竹・栗谷線） その筋屋 1.616,大竹市,CC BY 4.0,https://hiroshima-opendata.dataeye.jp/resource_download/10046
大竹市　坂上線バス,1,2023-02-10 10:23,20230119,20240118,20191001_2019年10月01日（坂上線） その筋屋 1.616,大竹市,CC BY 4.0,https://hiroshima-opendata.dataeye.jp/resource_download/10047
船鉄バス（船木鉄道）,1,2023-03-16 09:16,20230316,20240315,20230316_2023年03月16日（時刻改正　バスロケ対応版） その筋屋 1.623,船木鉄道株式会社,CC BY 4.0,http://www.sentetsu.biz-web.jp/GTFS-JP.zip
海陽町営バス,1,2022-05-10 07:41,20220414,20230331,2021/05/01改正-見える化ver2.6,海陽町,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2669/resource/7705/GTFSJP3_kaiyo-town.zip
海陽町営バス,1,2023-03-23 15:55,20230401,20240331,2023/04/01改正-見える化ver2.6d,海陽町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kaiyotown/feeds/kaiyotownbus/files/feed.zip
海陽町営バス,2,2023-03-23 15:55,20230401,20240331,2023/04/01改正-見える化ver2.6d,海陽町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kaiyotown/feeds/kaiyotownbus/files/feed.zip?rid=next
鳴門市地域バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2635/resource/7591/GTFSJP3_naruto-city.zip
鳴門市営渡船,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2635/resource/7592/GTFSJP3_naruto-city_tosen.zip
鳴門市地域バス,1,2023-02-21 08:44,20220429,20230428,2022/04/29改正-見える化ver2.6,鳴門市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/narutocity/feeds/narutocitychiikibus/files/feed.zip
鳴門市地域バス,2,2023-02-21 08:44,20220429,20230428,2022/04/29改正-見える化ver2.6,鳴門市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/narutocity/feeds/narutocitychiikibus/files/feed.zip?rid=next
鳴門市営渡船,1,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/narutocity/feeds/narutocitytosen/files/feed.zip
鳴門市営渡船,2,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/narutocity/feeds/narutocitytosen/files/feed.zip?rid=next
三好市営バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2643/resource/7636/GTFSJP3_miyoshi-city.zip
三好市営バス,1,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushima-miyoshicity/feeds/miyoshicitybus/files/feed.zip
三好市営バス,2,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushima-miyoshicity/feeds/miyoshicitybus/files/feed.zip?rid=next
神山町営バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2645/resource/7663/GTFSJP3_kamiyama-town.zip
神山町営バス,1,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kamiyamatown/feeds/kamiyamatownbus/files/feed.zip
神山町営バス,2,,,,,,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kamiyamatown/feeds/kamiyamatownbus/files/feed.zip?rid=next
四国交通 （四交）,1,2023-01-20 20:08,20230120,20240119,20221008_2022年10月08日（改正） その筋屋 1.535,四国交通株式会社,CC BY 4.0,https://yonkoh.co.jp/wp/gtfs/gtfs.zip
四国交通 （四交）,1,2023-01-20 20:08,20230120,20240119,20221008_2022年10月08日（改正） その筋屋 1.535,四国交通株式会社,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2651/resource/7652/source-url
四国交通 （四交）,1,2023-02-21 08:21,20230120,20240119,20221008_2022年10月08日（改正） その筋屋 1.535,四国交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yonkoh/feeds/shikokukoutsuu/files/feed.zip
四国交通 （四交）,2,2023-02-21 08:21,20230120,20240119,20221008_2022年10月08日（改正） その筋屋 1.535,四国交通株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yonkoh/feeds/shikokukoutsuu/files/feed.zip?rid=next
徳島市営バス,1,2023-03-24 15:31,20230401,20240331,20230401_2023年04月01日（交通局）,徳島市交通局,CC BY 4.0,http://www.city.tokushima.tokushima.jp/shisei/open-data/living/gtfs-jp.files/GTFS-JP.zip
徳島市営バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2649/url_resource/66/GTFS-JP.zip
徳島市営バス,1,2023-03-24 17:35,20230401,20240331,20230401_2023年04月01日（交通局）,徳島市交通局,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushima-shiei/feeds/tokushimacitybus/files/feed.zip
徳島市営バス,2,2023-03-24 17:35,20230401,20240331,20230401_2023年04月01日（交通局）,徳島市交通局,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushima-shiei/feeds/tokushimacitybus/files/feed.zip?rid=next
松茂町地域コミュニティバス,1,2022-12-06 10:55,20221201,20231130,2022/12/01改正-見える化ver2.6d,松茂町,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2672/resource/13799/GTFSJP3_matsushige.zip
松茂町地域コミュニティバス,1,2023-02-21 08:33,20221201,20231130,2022/12/01改正-見える化ver2.6d,松茂町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/matsushigetown/feeds/matsushigetownbus/files/feed.zip
松茂町地域コミュニティバス,2,2023-02-21 08:33,20221201,20231130,2022/12/01改正-見える化ver2.6d,松茂町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/matsushigetown/feeds/matsushigetownbus/files/feed.zip?rid=next
東みよし町営バス,1,2023-02-21 08:30,20221214,20240131,2019/10/01改正-見える化ver2.6d,東みよし町,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2620/resource/13826/GTFSJP_Higashimiyoshi-cho.zip
東みよし町営バス,1,2023-02-21 08:30,20221214,20240131,2019/10/01改正-見える化ver2.6d,東みよし町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/higashimiyoshitown/feeds/hitashimiyoshitownbus/files/feed.zip
東みよし町営バス,2,2023-02-21 08:30,20221214,20240131,2019/10/01改正-見える化ver2.6d,東みよし町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/higashimiyoshitown/feeds/hitashimiyoshitownbus/files/feed.zip?rid=next
美波町　美波病院連絡バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2636/resource/7707/GTFSJP3_minami-town_20220601.zip
美波町　美波病院連絡バス,1,2023-03-23 15:48,20230401,20240331,2023/04/01改正-見える化ver2.6d,美波町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushima-minamitown/feeds/minabubyoinrenrakubus/files/feed.zip
美波町　美波病院連絡バス,2,2023-03-23 15:48,20230401,20240331,2023/04/01改正-見える化ver2.6d,美波町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushima-minamitown/feeds/minabubyoinrenrakubus/files/feed.zip?rid=next
つるぎ町コミュニティーバス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2637/resource/7594/GTFSJP3_tsurugi-town.zip
つるぎ町コミュニティーバス,1,2023-03-20 15:44,20230401,20240331,2023/04/01改正,つるぎ町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsurugitown/feeds/tsurugitownbus/files/feed.zip
つるぎ町コミュニティーバス,2,2023-03-20 15:44,20230401,20240331,2023/04/01改正,つるぎ町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tsurugitown/feeds/tsurugitownbus/files/feed.zip?rid=next
吉野川市代替バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2638/resource/7596/GTFSJP3_yoshinogawa-city.zip
吉野川市代替バス,1,2023-03-28 16:47,20230328,20240331,2023/04/01改正-見える化ver2.6d,吉野川市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yoshinogawacity/feeds/yoshinogawacitybus/files/feed.zip
吉野川市代替バス,2,2023-03-28 16:47,20230328,20240331,2023/04/01改正-見える化ver2.6d,吉野川市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/yoshinogawacity/feeds/yoshinogawacitybus/files/feed.zip?rid=next
徳島市　応神ふれあいバス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2640/resource/7598/GTFSJP3_oujin.zip
徳島市　上八万コミュニティバス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2639/resource/7597/GTFSJP3_kamihachiman.zip
徳島市　応神ふれあいバス,1,2023-03-13 13:28,20230221,20240220,2018/10/01改正-見える化ver2.6d,徳島市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushimacity/feeds/oujinfureaibus/files/feed.zip
徳島市　応神ふれあいバス,2,2023-03-13 13:28,20230221,20240220,2018/10/01改正-見える化ver2.6d,徳島市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushimacity/feeds/oujinfureaibus/files/feed.zip?rid=next
徳島市　上八万コミュニティバス,1,2023-03-13 12:00,20220624,20230623,2022/06/24改正-見える化ver2.6,徳島市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushimacity/feeds/kamihachimanbus/files/feed.zip
徳島市　上八万コミュニティバス,2,2023-03-13 12:00,20220624,20230623,2022/06/24改正-見える化ver2.6,徳島市,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokushimacity/feeds/kamihachimanbus/files/feed.zip?rid=next
上勝町営バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2642/resource/7635/GTFSJP3_kamikatsu-town.zip
上勝町営バス,1,2023-03-23 21:15,20230323,20240331,2023/03/17改正-見える化ver2.6,上勝町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kamikatsutown/feeds/kamikatsutownbus/files/feed.zip
上勝町営バス,2,2023-03-23 21:15,20230323,20240331,2023/03/17改正-見える化ver2.6,上勝町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kamikatsutown/feeds/kamikatsutownbus/files/feed.zip?rid=next
北島町福祉バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2641/resource/7634/GTFSJP3_kitajima-town.zip
北島町福祉バス,1,2023-03-23 16:30,20220901,20230831,2022/09/01改正-見える化ver2.6d,北島町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kitajimatown/feeds/kitajimatownfukushibus/files/feed.zip
北島町福祉バス,2,2023-03-23 16:30,20220901,20230831,2022/09/01改正-見える化ver2.6d,北島町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kitajimatown/feeds/kitajimatownfukushibus/files/feed.zip?rid=next
那賀町営バス,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2644/resource/7643/GTFSJP3_naka-town.zip
那賀町営バス,1,2023-03-23 09:11,20230320,20240331,2023/03/20改正-見える化ver2.6d,那賀町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nakatown/feeds/nakatownbus/files/feed.zip
那賀町営バス,2,2023-03-23 09:11,20230320,20240331,2023/03/20改正-見える化ver2.6d,那賀町,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/nakatown/feeds/nakatownbus/files/feed.zip?rid=next
徳島バス,1,2022-10-06 19:32,20221001,20230930,2022/10/01改正,徳島バス,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2646/resource/7704/GTFS_tokushimabus.zip
徳島バス,1,2023-03-29 16:08,20230401,20241231,2023/04/01改正,徳島バス,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokubus/feeds/tokushimabus/files/feed.zip
徳島バス,2,2023-03-29 16:08,20230401,20241231,2023/04/01改正,徳島バス,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokubus/feeds/tokushimabus/files/feed.zip?rid=next
徳島バス南部,1,2023-02-09 08:14,20230114,20231231,2022/02/01改正-見える化ver2.6d,徳島バス南部,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2648/resource/7647/GTFSJP3_tokushimabus_nanbu.zip
徳島バス南部,1,2023-02-21 08:13,20230114,20231231,2022/02/01改正-見える化ver2.6d,徳島バス南部,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokubus-nanbu/feeds/tokushimabusnanbu/files/feed.zip
徳島バス南部,2,2023-02-21 08:13,20230114,20231231,2022/02/01改正-見える化ver2.6d,徳島バス南部,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokubus-nanbu/feeds/tokushimabusnanbu/files/feed.zip?rid=next
徳島バス阿南,1,2022-04-06 16:44,20220407,20230406,2022/04/07改正-見える化ver2.6,徳島バス阿南,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2647/resource/7646/GTFSJP3_tokushimabus_anan.zip
徳島バス阿南,1,2023-02-21 08:15,20220407,20230406,2022/04/07改正-見える化ver2.6,徳島バス阿南,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokubus-anan/feeds/tokushimabusanan/files/feed.zip
徳島バス阿南,2,2023-02-21 08:15,20220407,20230406,2022/04/07改正-見える化ver2.6,徳島バス阿南,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/tokubus-anan/feeds/tokushimabusanan/files/feed.zip?rid=next
阿佐海岸鉄道,1,,,,,,CC BY 4.0,https://opendata.pref.tokushima.lg.jp/dataset/2652/resource/7651/GTFSJP3_DMV.zip
阿佐海岸鉄道,1,2023-02-27 13:22,20230311,20240310,2023/03/11改正-見える化ver2.6d,阿佐海岸鉄道株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/asatetu/feeds/asakaigantetsudo/files/feed.zip
阿佐海岸鉄道,2,2023-02-27 13:22,20230311,20240310,2023/03/11改正-見える化ver2.6d,阿佐海岸鉄道株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/asatetu/feeds/asakaigantetsudo/files/feed.zip?rid=next
西讃観光　高松空港リムジンバス,1,2023-04-01 01:32,20230401,20240430,2023/04/01改正-見える化ver2.6d,西讃観光,CC BY 4.0,https://www.rosenzu.com/~gtfs/seisankanko/seisankanko_GTFS.zip
高松琴平電鉄（ことでん）,1,2023-03-18 07:42,20230318,20251231,ことでん電車_2023年3月18日改正_ダイヤ改正,高松琴平電気鉄道株式会社,CC BY 4.0,https://www.kotoden.co.jp/publichtm/gtfs/gtfsdata/latest/gtfs_kd.zip
ことでんバス,1,2023-03-24 14:53,20230326,20230831,ことでんバス_20230326-20230831,ことでんバス株式会社,CC BY 4.0,https://www.kotoden.co.jp/publichtm/gtfs/gtfsdata/latest/gtfs_kb.zip
さぬき市コミュニティバス,1,2022-11-25 10:22,20220901,20250331,,さぬき市,CC BY 4.0,https://www.city.sanuki.kagawa.jp/wp-content/uploads/2022/11/sanuki_gtfs.zip
坂出市営バス,1,2023-04-02 04:00,20221001,20230930,20221001_2022年10月01日（現在-坂出市営バス） その筋屋 1.606,琴参バス株式会社,CC BY 4.0,https://www.city.sakaide.lg.jp/uploaded/library/sakaide_city_bus.zip
小豆島オリーブバス（香川県サイト）,1,2022-09-13 12:04,20220726,20230725,20220201_2022年02月01日（オリーブバス） その筋屋 1.587,オリーブバス株式会社,CC BY 4.0,https://opendata.pref.kagawa.lg.jp/dataset/543/resource/7280/GTFS-JP.zip
琴参バス（坂出営業所）,1,2023-04-02 04:00,20221001,20230930,20221001_2022年10月01日（改正-坂出路線） その筋屋 1.595,琴参バス株式会社,CC BY 4.0,https://www.city.sakaide.lg.jp/uploaded/library/sakaide_kotosan_bus.zip
琴参バス（坂出営業所）,1,2023-03-05 07:33,20221001,20230930,20221001_2022年10月01日（改正-坂出路線） その筋屋 1.616,琴参バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/sakaide-local/files/feed.zip
琴参バス（坂出営業所）,2,2023-03-05 07:33,20221001,20230930,20221001_2022年10月01日（改正-坂出路線） その筋屋 1.616,琴参バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/sakaide-local/files/feed.zip?rid=next
琴参バス（琴平営業所）,1,2023-03-05 07:34,20221001,20230930,20221001_2022年10月01日（改正-琴平路線） その筋屋 1.616,琴参バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/kotohira-local/files/feed.zip
琴参バス（琴平営業所）,2,2023-03-05 07:34,20221001,20230930,20221001_2022年10月01日（改正-琴平路線） その筋屋 1.616,琴参バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/kotohira-local/files/feed.zip?rid=next
丸亀市　丸亀コミュニティバス,1,2023-03-05 07:30,20221001,20230930,20221001_2022年10月01日（改正-丸亀コミュニティバス） その筋屋 1.616,琴参バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/marugame-community/files/feed.zip
丸亀市　丸亀コミュニティバス,2,2023-03-05 07:30,20221001,20230930,20221001_2022年10月01日（改正-丸亀コミュニティバス） その筋屋 1.616,琴参バス株式会社,CC BY 4.0,https://api.gtfs-data.jp/v2/organizations/kotosan/feeds/marugame-community/files/feed.zip?rid=next
伊予市コミュニティバス「あいくる」,1,2021-11-30 11:00,20211022,20221021,20210226_2021年02月26日（伊予市） その筋屋 1.462,伊予市,利用制限なし明示,https://www.city.iyo.lg.jp/keizaikoyou/matidukuri/documents/gtfs.zip
宿毛市　はなちゃんバス,1,,20230201,20240401,2023/02/01改正,宿毛市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Sukumo-Hanachan.zip
宿毛市　沖の島循環バス（ゆるりんバス）,1,,20220701,20230630,2017/04/01改正-見える化ver2.6-電話番号更新,宿毛市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Sukumo-Yururin-Bus.zip
宿毛市　沖の島航路（市営定期船「すくも」）,1,,20220810,20230811,2020/07/01改正-見える化ver2.6,宿毛市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Sukumo-Ferry.zip
土佐清水市　デマンド交通おでかけ号,1,,20230401,20240331,2022/04/01改正,土佐清水市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Tosashimizu-Odekake.zip
四万十市営バス,1,,20230307,20240401,2022/04/01改正-見える化ver2.6d,四万十市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Shimanto-City.zip
四万十市デマンド交通,1,,20230401,20241001,2014/04/01改正-見える化ver2.6d,四万十市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Shimanto-City-Demand.zip
三原村　三原バス,1,,20230310,20240401,2022/05/02改正-見える化ver2.6d,三原村,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Mihara-Miharabus.zip
四万十交通,1,,20230318,20231231,四万十交通2023年春休み,株式会社四万十交通,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Shimanto-Traffic_Localbus.zip
四万十交通　川奥～佐賀線,1,,20230317,20240401,2020/10/01改正-見える化ver2.6d,株式会社四万十交通,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Shimanto-Traffic_Feeder.zip
高知県　県営渡船,1,,20220711,20230801,2020/09/01改正-見える化ver2.6,高知県,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Pref-Ferry.zip
中土佐町コミュニティバス,1,,20221001,20230930,2022/10/01改正-見える化ver2.6d,中土佐町,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Nakatosa-Town.zip
南国市　NACOバス,1,,20221001,20231001,2022/10/01改正-見える化ver2.6d,南国市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Nankoku-City.zip
安芸市　元気バス,1,,20230201,20240401,2023年春年次更新（山田橋迂回中）,安芸市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Aki-Genkibus.zip
本山町　さくらバス,1,,20230307,20240401,2022/04/01改正-見える化ver2.6d,本山町,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Motoyama-Town.zip
田野町　たのくるバス,1,,20221001,20231001,2022/10/01改正-見える化ver2.6d,田野町,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Tano-Town.zip
高知西南交通　一般路線,1,,20230401,20240331,20230401_2023年04月01日（西南路線：2023春改正） その筋屋 1.623,高知西南交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Seinan-Localbus.zip
高知西南交通　しまんとトロリーバス,1,,20230401,20240401,20230401_2023年04月01日（トロリーバス：R5年度） その筋屋 1.623,高知西南交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Seinan-Trolleybus.zip
高知西南交通　しまんと・あしずり号,1,,20230401,20240331,20230401_2023年04月01日（しまんと・あしずり号：R5年度） その筋屋 1.623,高知西南交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Seinan-Shimaashi.zip
高知西南交通　四万十川バス,1,,20230401,20240331,20230401_2023年04月01日（四万十川バス：R5年度） その筋屋 1.623,高知西南交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Seinan-Riverbus.zip
高知西南交通　高速バス（しまんとブルーライナー、しまんとエクスプレス）,1,,20220701,20230630,20220701_2022年07月01日（高速バス：運賃改正） その筋屋 1.587,高知西南交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Seinan-Expressbus.zip
須崎市営バス,1,,20230310,20240401,2020/11/01改正-2023春年次更新,須崎市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Susaki-Bus.zip
須崎市営巡航船,1,,20221214,20240107,2020/11/01改正-見える化ver2.6d,須崎市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Susaki-Ferry.zip
とさでん交通　空港連絡バス,1,,20230326,20240325,20230326_2023年03月26日（空連バス-2023年3月26日） その筋屋 1.623,とさでん交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFS-Tosaden-Traffic_Airportbus.zip
高知高陵交通,1,,20230310,20240309,20221001_2022年10月01日（2023年春年次更新） その筋屋 1.624,高知高陵交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Koryo-Traffic_Localbus.zip
黒岩観光バス,1,,20230301,20240401,2023年春休み対応,有限会社黒岩観光,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Kuroiwa-Localbus.zip
嶺北観光自動車,1,,20230401,20240331,2023年春改正,有限会社嶺北観光自動車,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Reihoku-Kanko_Localbus.zip
四万十町コミュニティバス,1,,20221001,20230930,2022/10/01改正-見える化ver2.6d,四万十町,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Shimanto-Town.zip
津野町　つのバス,1,,20221201,20231001,2022/10/01改正-見える化ver2.6d-年末年始対応,津野町,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Tsuno-Town.zip
高知東部交通,1,,20230201,20240131,20230201_2023年02月01日（改正） その筋屋 1.620,高知東部交通株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Tobu-Traffic_Localbus.zip
土佐市　ドラゴンバス,1,,20230310,20241001,2019年10月01日改正-2023春年次更新,土佐市,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Tosa-City-Dragonbus.zip
県交北部交通,1,,20221001,20231001,20221001_2022年10月01日（URL変更） その筋屋 1.605,株式会社県交北部交通,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Hokubu-Traffic_Localbus.zip
JR四国バス（高知支店）　大栃線,1,,20220922,20231001,20211001_2021年10月01日（20221001年次更新） その筋屋 1.595,ジェイアール四国バス株式会社,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-Jrbus_Localbus.zip
高知観光コンベンション協会　MY遊バス,1,,20230401,20240401,MY遊バスR5年度,公益財団法人高知県観光コンベンション協会,CC BY 4.0,https://www.pref.kochi.lg.jp/opendata/docs/bosai_anzen_machizukuri/file_contents/GTFSJP-KVCA_MY-Yubus.zip
