feed_id,prefcode,label,Management,fixed_current_url,license_name
f0107201,01,［HODaP］ 新篠津交通,1,https://ckan.hoda.jp/dataset/24d1dd70-5395-4d6b-b41f-0d83e8eabdb9/resource/ceb69900-431d-4bb7-9605-a3b74e829b56/download/shinshinotsu_kotsu.zip,CC BY 4.0
f0107301,01,［HODaP］ 池田町コミュニティ［北海道］,1,https://ckan.hoda.jp/dataset/24d1dd70-5395-4d6b-b41f-0d83e8eabdb9/resource/bbeb17c6-b127-4437-a457-cff8969f5949/download/hokkaido_ikedacho_com.zip,CC BY 4.0
f0107401,01,［HODaP］ 栗山町コミュニティ,1,https://ckan.hoda.jp/dataset/24d1dd70-5395-4d6b-b41f-0d83e8eabdb9/resource/2365427f-ee06-40cc-a7d0-364a31d7afc8/download/kuriyamacho_com.zip,CC BY 4.0
f0200101,02,青森市営バス,1,https://www.city.aomori.aomori.jp/kotsu-kanri/koutsu/oshirase/documents/gtfs-aomoricitybus.zip,CC BY 4.0
f0200102,02,青森市市バス,1,https://www.city.aomori.aomori.jp/toshi-seisaku/opendata/documents/shibus_current.zip,CC BY 4.0
f0200103,02,あおもりシャトルdeルートバス（ねぶたん号）,1,https://www.city.aomori.aomori.jp/toshi-seisaku/opendata/documents/nebutango_current.zip,CC BY 4.0
f0200104,02,浪岡地区コミュニティバス,1,https://www.city.aomori.aomori.jp/n-somu/documents/namiokabus_current.zip,CC BY 4.0
f0200105,02,[ODPT]　青森市営バス,1,https://api-public.odpt.org/api/v4/files/odpt/AomoriCity/AllLines.zip?date=current,CC BY 4.0
f0200105,02,[ODPT]　青森市営バス,2,https://api-public.odpt.org/api/v4/files/odpt/AomoriCity/AllLines.zip?date=next,CC BY 4.0
f0200105,02,[ODPT]　青森市営バス,3,https://api-public.odpt.org/api/v4/files/odpt/AomoriCity/AllLines.zip?date=latest,CC BY 4.0
f0200902,02,階上町コミュニティバス,1,https://opendata.pref.aomori.lg.jp/dataset/1596/resource/16908/gtfs_hashikamicho_com.zip,CC 0
f0200902,02,階上町コミュニティバス,2,https://opendata.pref.aomori.lg.jp/dataset/1596/resource/19655/gtfs_hashikamicho_com_latest.zip,CC 0
f0201102,02,七戸町コミュニティバス・シャトルバス,1,https://www.town.shichinohe.lg.jp/gtfs-ShichinoheCommunityBus.zip,CC BY 4.0
f0201501,02,三沢市コミュニティバス”みーばす”,1,https://www.city.misawa.lg.jp/index.cfm/22%2C45535%2Cc%2Chtml/45535/GTFSJP3.zip,CC BY 4.0
f0301801,03,西和賀町 町民バス,1,https://mc.bus-vision.jp/gtfs/nishiwaga/gtfsFeed,CC BY 4.0
f0401101,04,仙台市　宮城野区燕沢地区「のりあい・つばめ」,1,http://www.city.sendai.jp/kokyo/documents/gtfstubame.zip,CC BY 2.1
f0401201,04,仙台市営バス,1,http://www.city.sendai.jp/joho-kikaku/shise/security/kokai/documents/gtfs-jp_sendaicitybus_current_data.zip,CC BY 2.1
f0401301,04,タケヤ交通　路線定期バス,1,http://www.takeyakoutu.jp/assets/gtfs-hokan-takeyakotsu.zip,CC BY 4.0
f0401401,04,石巻市　住民バス・市民バス,1,https://miyagi.dataeye.jp/resource_download/340,CC BY 4.0
f0500102,05,秋田市マイタウン・バス、中心市街地循環バス（ぐるる）（県バス協会掲載版）,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-akitacity.zip,CC BY 4.0
f0500102,05,秋田市マイタウン・バス、中心市街地循環バス（ぐるる）（県バス協会掲載版）,2,https://www.akita-bus.or.jp/~akita-gtfs/next/bus-akitacity.zip,CC BY 4.0
f0500201,05,仙北市　市民バス（たっこちゃんバス・スマイルバス）,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-city-semboku.zip,CC BY 4.0
f0500301,05,にかほ市コミュニティバス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-nikaho-akita-jp.zip,CC BY 4.0
f0500401,05,男鹿市内路線バス（定時路線のみ）,1,https://www.city.oga.akita.jp/material/files/group/2/bus-ogacity-2.zip,CC BY 4.0
f0500402,05,男鹿市内路線バス（全路線）,1,https://www.city.oga.akita.jp/material/files/group/2/bus-ogacity.zip,CC BY 4.0
f0500501,05,能代市　二ツ井コミュニティバス・予約制乗合タクシー「コサクル」,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-noshirocity.zip,CC BY 4.0
f0500601,05,横手市循環バス・自家用有償旅客運送・乗合タクシー・平鹿ふれあいバス・大森シャトルバス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-yokotecity.zip,CC BY 4.0
f0500701,05,湯沢市乗合タクシー,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-city-yuzawa01.zip,CC BY 4.0
f0500702,05,湯沢市　こまちシャトル,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-city-yuzawa02-komachi.zip,CC BY 4.0
f0500901,05,潟上市マイタウンバス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-katagamicity.zip,CC BY 4.0
f0501001,05,南秋地域広域マイタウンバス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-nansyu.zip,CC BY 4.0
f0501101,05,井川町　町内巡回バス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-ikawatown.zip,CC BY 4.0
f0501201,05,由利本荘市コミュニティバス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-yurihonjyocity.zip,CC BY 4.0
f0501301,05,秋田中央交通,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-akitachuoukotsu.zip,CC BY 4.0
f0501401,05,羽後交通,1,https://www.akita-bus.or.jp/~akita-gtfs/ugo-bus-jp.zip,CC BY 4.0
f0501501,05,秋北バス,1,https://www.akita-bus.or.jp/~akita-gtfs/bus-shuhokubus202304.zip,CC BY 4.0
f0600104,06,酒田市　るんるんバス,1,https://api.gtfs-data.jp/v2/organizations/sakatacity/feeds/SakataCity/files/feed.zip,CC BY 4.0
f0600104,06,酒田市　るんるんバス,2,https://api.gtfs-data.jp/v2/organizations/sakatacity/feeds/SakataCity/files/feed.zip?rid=next,CC BY 4.0
f0600202,06,大江町営バス,1,https://www.pref.yamagata.jp/documents/20978/oe_gtfs.zip,CC BY 4.0
f0600203,06,大江町営バス,1,https://api.gtfs-data.jp/v2/organizations/oetown/feeds/Oetown/files/feed.zip,CC BY 4.0
f0600203,06,大江町営バス,2,https://api.gtfs-data.jp/v2/organizations/oetown/feeds/Oetown/files/feed.zip?rid=next,CC BY 4.0
f0600302,06,鶴岡市　羽黒地域市営バス、朝日地域市営バス,1,https://www.pref.yamagata.jp/documents/20978/tsuruoka_gtfs_1.zip,CC BY 4.0
f0600302,06,鶴岡市　羽黒地域市営バス、朝日地域市営バス,2,https://www.pref.yamagata.jp/documents/20978/tsuruoka_gtfs.zip,CC BY 4.0
f0600303,06,鶴岡市　羽黒地域市営バス、朝日地域市営バス,1,https://api.gtfs-data.jp/v2/organizations/tsuruokacity/feeds/TsuruokaCity/files/feed.zip,CC BY 4.0
f0600303,06,鶴岡市　羽黒地域市営バス、朝日地域市営バス,2,https://api.gtfs-data.jp/v2/organizations/tsuruokacity/feeds/TsuruokaCity/files/feed.zip?rid=next,CC BY 4.0
f0600402,06,山形市　ベニちゃんバス、コミュニティバス高瀬線、地域交流バス南部線,1,https://www.pref.yamagata.jp/documents/20978/yamagata_gtfs.zip,CC BY 4.0
f0600403,06,山形市　ベニちゃんバス、コミュニティバス高瀬線、地域交流バス南部線,1,https://api.gtfs-data.jp/v2/organizations/yamagata-yamagatacity/feeds/YamagataCity/files/feed.zip,CC BY 4.0
f0600403,06,山形市　ベニちゃんバス、コミュニティバス高瀬線、地域交流バス南部線,2,https://api.gtfs-data.jp/v2/organizations/yamagata-yamagatacity/feeds/YamagataCity/files/feed.zip?rid=next,CC BY 4.0
f0600502,06,東根市　市民バス,1,https://www.pref.yamagata.jp/documents/20978/higashine_gtfs.zip,CC BY 4.0
f0600503,06,東根市　市民バス,1,https://api.gtfs-data.jp/v2/organizations/higashinecity/feeds/HigashineCity/files/feed.zip,CC BY 4.0
